,Device_Type,Order_Date,Monthly_Demand,Lead_Time,Stock_Level
2222,Monitoring,2024-02-15,1646,12,1712
2223,Surgical,2024-02-18,1616,24,1721
2224,Therapeutic,2024-02-20,1712,19,1816
2225,Therapeutic,2024-02-20,1801,17,1901
2226,Monitoring,2024-02-21,1579,27,1628
2227,Diagnostic,2024-02-22,1728,7,1835
2228,Monitoring,2024-02-22,1719,5,1775
2229,Diagnostic,2024-02-23,1603,11,1676
2230,Monitoring,2024-02-25,1567,15,1616
2231,Diagnostic,2024-02-27,1798,21,1940
2232,Therapeutic,2024-02-28,1740,7,1832
2233,Therapeutic,2024-03-01,1702,28,1762
2234,Therapeutic,2024-03-01,1547,22,1584
2235,Surgical,2024-03-06,1618,11,1664
2236,Therapeutic,2024-03-06,1754,17,1852
2237,Diagnostic,2024-03-06,1695,10,1743
2238,Monitoring,2024-03-08,1673,16,1722
2239,Diagnostic,2024-03-08,1743,29,1873
2240,Diagnostic,2024-03-09,1614,14,1684
2241,Diagnostic,2024-03-10,1687,25,1768
2242,Diagnostic,2024-03-11,1725,15,1777
2243,Diagnostic,2024-03-11,1655,24,1778
2244,Surgical,2024-03-11,1628,28,1741
2245,Surgical,2024-03-12,1702,9,1763
2246,Monitoring,2024-03-12,1774,7,1859
2247,Therapeutic,2024-03-12,1594,28,1674
2248,Therapeutic,2024-03-13,1742,26,1819
2249,Diagnostic,2024-03-13,1770,18,1852
2250,Diagnostic,2024-03-18,1668,7,1780
2251,Therapeutic,2024-03-18,1649,16,1766
2252,Monitoring,2024-03-18,1739,13,1858
2253,Therapeutic,2024-03-19,1781,15,1914
2254,Surgical,2024-03-19,1746,12,1814
2255,Therapeutic,2024-03-21,1654,3,1722
2256,Monitoring,2024-03-21,1646,17,1693
2257,Monitoring,2024-03-22,1727,25,1764
2258,Surgical,2024-03-23,1778,14,1849
2259,Therapeutic,2024-03-24,1678,4,1793
2260,Therapeutic,2024-03-26,1728,24,1862
2261,Diagnostic,2024-03-26,1778,28,1836
2262,Diagnostic,2024-03-26,1739,12,1859
2263,Diagnostic,2024-03-29,1807,25,1934
2264,Therapeutic,2024-03-30,1749,4,1846
2265,Therapeutic,2024-03-30,1737,11,1835
2266,Monitoring,2024-04-01,1674,16,1726
2267,Monitoring,2024-04-01,1678,27,1756
2268,Monitoring,2024-04-02,1606,21,1706
2269,Therapeutic,2024-04-02,1581,10,1684
2270,Therapeutic,2024-04-02,1788,3,1859
2271,Therapeutic,2024-04-03,1580,28,1666
2272,Therapeutic,2024-04-04,1627,10,1711
2273,Diagnostic,2024-04-04,1794,3,1865
2274,Surgical,2024-04-04,1730,22,1831
2275,Therapeutic,2024-04-06,1643,15,1718
2276,Surgical,2024-04-07,1715,9,1827
2277,Surgical,2024-04-07,1940,20,2003
2278,Surgical,2024-04-08,1676,5,1759
2279,Therapeutic,2024-04-10,1829,29,1964
2280,Diagnostic,2024-04-10,1747,5,1864
2281,Diagnostic,2024-04-10,1781,12,1871
2282,Monitoring,2024-04-11,1668,23,1703
2283,Diagnostic,2024-04-11,1658,5,1754
2284,Surgical,2024-04-12,1718,21,1851
2285,Surgical,2024-04-12,1646,5,1729
2286,Diagnostic,2024-04-15,1805,14,1882
2287,Monitoring,2024-04-15,1654,20,1701
2288,Therapeutic,2024-04-15,1759,6,1850
2289,Therapeutic,2024-04-15,1647,3,1729
2290,Monitoring,2024-04-16,1612,23,1725
2291,Surgical,2024-04-16,1651,23,1745
2292,Monitoring,2024-04-17,1797,18,1913
2293,Therapeutic,2024-04-21,1750,7,1832
2294,Monitoring,2024-04-22,1759,23,1875
2295,Surgical,2024-04-22,1647,15,1777
2296,Monitoring,2024-04-22,1722,7,1779
2297,Diagnostic,2024-04-23,1680,24,1764
2298,Diagnostic,2024-04-23,1600,28,1694
2299,Monitoring,2024-04-25,1661,18,1788
2300,Therapeutic,2024-04-28,1769,22,1887
2301,Therapeutic,2024-04-30,1701,5,1770
2302,Diagnostic,2024-04-30,1730,5,1794
2303,Monitoring,2024-05-03,1804,8,1878
2304,Diagnostic,2024-05-03,1894,12,2003
2305,Therapeutic,2024-05-05,1693,23,1735
2306,Surgical,2024-05-06,1809,18,1907
2307,Surgical,2024-05-06,1666,9,1736
2308,Diagnostic,2024-05-07,1691,20,1767
2309,Diagnostic,2024-05-09,1763,20,1881
2310,Diagnostic,2024-05-10,1698,15,1796
2311,Surgical,2024-05-11,1782,3,1884
2312,Surgical,2024-05-11,1600,16,1674
2313,Therapeutic,2024-05-13,1636,16,1722
2314,Monitoring,2024-05-16,1699,29,1807
2315,Diagnostic,2024-05-17,1846,7,1927
2316,Therapeutic,2024-05-18,1694,21,1760
2317,Diagnostic,2024-05-19,1734,21,1818
2318,Diagnostic,2024-05-20,1778,23,1815
2319,Diagnostic,2024-05-22,1770,29,1829
2320,Surgical,2024-05-24,1782,9,1822
2321,Therapeutic,2024-05-24,1654,7,1696
2322,Diagnostic,2024-05-26,1659,18,1753
2323,Monitoring,2024-05-26,1820,20,1952
2324,Surgical,2024-05-27,1712,17,1808
2325,Therapeutic,2024-05-27,1549,17,1588
2326,Surgical,2024-05-28,1665,29,1711
2327,Monitoring,2024-05-29,1792,9,1923
2328,Diagnostic,2024-05-30,1696,17,1774
2329,Monitoring,2024-06-01,1868,13,1949
2330,Monitoring,2024-06-01,1652,25,1718
2331,Surgical,2024-06-02,1700,24,1779
2332,Therapeutic,2024-06-05,1813,18,1943
2333,Monitoring,2024-06-05,1696,14,1815
2334,Monitoring,2024-06-06,1769,14,1833
2335,Monitoring,2024-06-07,1664,13,1782
2336,Diagnostic,2024-06-12,1792,21,1926
2337,Surgical,2024-06-13,1776,12,1896
2338,Monitoring,2024-06-13,1822,15,1867
2339,Surgical,2024-06-14,1715,15,1763
2340,Diagnostic,2024-06-15,1616,21,1727
2341,Monitoring,2024-06-16,1751,10,1860
2342,Therapeutic,2024-06-18,1617,17,1718
2343,Monitoring,2024-06-20,1671,13,1788
2344,Surgical,2024-06-21,1812,5,1942
2345,Surgical,2024-06-22,1673,27,1764
2346,Monitoring,2024-06-22,1725,24,1809
2347,Diagnostic,2024-06-23,1827,10,1908
2348,Monitoring,2024-06-23,1738,27,1804
2349,Monitoring,2024-06-24,1702,24,1771
2350,Surgical,2024-06-24,1785,7,1871
2351,Therapeutic,2024-06-25,1750,16,1845
2352,Surgical,2024-06-26,1632,9,1733
2353,Monitoring,2024-06-26,1732,13,1847
2354,Monitoring,2024-06-27,1651,28,1686
2355,Diagnostic,2024-06-28,1800,29,1922
2356,Surgical,2024-06-29,1605,21,1681
2357,Diagnostic,2024-06-30,1691,13,1749
2358,Therapeutic,2024-06-30,1792,27,1912
2359,Therapeutic,2024-06-30,1694,3,1764
2360,Diagnostic,2024-06-30,1695,4,1805
2361,Diagnostic,2024-07-01,1609,5,1689
2362,Diagnostic,2024-07-02,1691,29,1783
2363,Therapeutic,2024-07-04,1718,20,1756
2364,Therapeutic,2024-07-05,1719,23,1783
2365,Therapeutic,2024-07-05,1712,27,1759
2366,Monitoring,2024-07-05,1741,3,1862
2367,Therapeutic,2024-07-07,1793,25,1929
2368,Surgical,2024-07-07,1577,28,1648
2369,Surgical,2024-07-07,1733,12,1841
2370,Therapeutic,2024-07-10,1576,4,1635
2371,Diagnostic,2024-07-11,1601,15,1715
2372,Diagnostic,2024-07-12,1684,18,1733
2373,Surgical,2024-07-15,1631,25,1740
2374,Monitoring,2024-07-17,1532,23,1616
2375,Surgical,2024-07-17,1664,17,1736
2376,Surgical,2024-07-18,1730,11,1770
2377,Therapeutic,2024-07-19,1536,25,1645
2378,Monitoring,2024-07-19,1693,21,1740
2379,Diagnostic,2024-07-22,1613,27,1649
2380,Surgical,2024-07-23,1660,10,1742
2381,Monitoring,2024-07-25,1714,21,1760
2382,Diagnostic,2024-07-25,1708,11,1750
2383,Monitoring,2024-07-26,1563,23,1675
2384,Surgical,2024-07-26,1612,10,1687
2385,Monitoring,2024-07-27,1683,9,1738
2386,Monitoring,2024-07-28,1640,3,1733
2387,Monitoring,2024-07-29,1743,16,1830
2388,Diagnostic,2024-07-29,1666,25,1729
2389,Diagnostic,2024-07-30,1685,12,1817
2390,Surgical,2024-07-30,1793,14,1832
2391,Diagnostic,2024-08-03,1618,10,1713
2392,Monitoring,2024-08-04,1679,11,1745
2393,Monitoring,2024-08-04,1782,4,1885
2394,Therapeutic,2024-08-04,1629,27,1697
2395,Therapeutic,2024-08-06,1506,10,1563
2396,Surgical,2024-08-07,1763,5,1840
2397,Monitoring,2024-08-10,1696,23,1768
2398,Surgical,2024-08-10,1690,20,1759
2399,Therapeutic,2024-08-10,1587,21,1669
2400,Diagnostic,2024-08-12,1766,10,1820
2401,Therapeutic,2024-08-12,1665,25,1726
2402,Diagnostic,2024-08-12,1708,8,1815
2403,Therapeutic,2024-08-12,1862,29,1926
2404,Therapeutic,2024-08-12,1604,7,1683
2405,Monitoring,2024-08-12,1700,11,1814
2406,Therapeutic,2024-08-12,1661,19,1783
2407,Monitoring,2024-08-13,1738,6,1797
2408,Diagnostic,2024-08-13,1778,26,1917
2409,Diagnostic,2024-08-14,1650,11,1723
2410,Monitoring,2024-08-15,1528,5,1640
2411,Diagnostic,2024-08-15,1550,16,1673
2412,Monitoring,2024-08-16,1674,24,1759
2413,Diagnostic,2024-08-16,1575,3,1628
2414,Diagnostic,2024-08-16,1720,17,1826
2415,Surgical,2024-08-18,1555,24,1670
2416,Therapeutic,2024-08-19,1623,22,1747
2417,Surgical,2024-08-19,1686,15,1765
2418,Diagnostic,2024-08-20,1622,22,1689
2419,Monitoring,2024-08-20,1608,13,1706
2420,Diagnostic,2024-08-23,1633,29,1762
2421,Therapeutic,2024-08-24,1717,12,1753
2422,Therapeutic,2024-08-25,1628,3,1712
2423,Diagnostic,2024-08-25,1569,28,1658
2424,Monitoring,2024-08-25,1601,9,1636
2425,Diagnostic,2024-08-26,1636,5,1672
2426,Diagnostic,2024-08-26,1747,26,1852
2427,Monitoring,2024-08-27,1566,14,1606
2428,Therapeutic,2024-08-28,1635,6,1668
2429,Diagnostic,2024-08-28,1684,19,1812
2430,Surgical,2024-08-29,1684,4,1814
2431,Monitoring,2024-08-29,1526,19,1559
2432,Diagnostic,2024-08-30,1613,24,1659
2433,Monitoring,2024-08-30,1685,6,1817
2434,Diagnostic,2024-08-31,1623,28,1736
2435,Surgical,2024-09-02,1697,15,1742
2436,Monitoring,2024-09-02,1625,11,1728
2437,Therapeutic,2024-09-04,1691,21,1735
2438,Therapeutic,2024-09-05,1619,27,1656
2439,Monitoring,2024-09-06,1763,15,1800
2440,Monitoring,2024-09-06,1678,18,1809
2441,Diagnostic,2024-09-07,1536,10,1654
2442,Surgical,2024-09-09,1603,11,1693
2443,Surgical,2024-09-12,1632,25,1714
2444,Monitoring,2024-09-12,1580,10,1696
2445,Diagnostic,2024-09-12,1615,4,1695
2446,Diagnostic,2024-09-17,1734,8,1783
2447,Surgical,2024-09-18,1594,8,1673
2448,Therapeutic,2024-09-19,1600,4,1712
2449,Diagnostic,2024-09-22,1670,11,1790
2450,Therapeutic,2024-09-25,1614,19,1664
2451,Diagnostic,2024-09-26,1604,29,1658
2452,Therapeutic,2024-09-26,1714,24,1768
2453,Therapeutic,2024-09-29,1608,3,1646
2454,Diagnostic,2024-09-30,1749,21,1799
2455,Monitoring,2024-10-01,1612,12,1720
2456,Surgical,2024-10-02,1702,25,1778
2457,Diagnostic,2024-10-06,1757,20,1836
2458,Surgical,2024-10-07,1595,4,1640
2459,Therapeutic,2024-10-09,1685,29,1748
2460,Surgical,2024-10-10,1605,28,1668
2461,Diagnostic,2024-10-13,1603,7,1725
2462,Diagnostic,2024-10-14,1593,12,1712
2463,Surgical,2024-10-14,1674,27,1803
2464,Surgical,2024-10-15,1574,14,1622
2465,Therapeutic,2024-10-17,1551,14,1644
2466,Monitoring,2024-10-18,1750,10,1879
2467,Therapeutic,2024-10-20,1707,14,1791
2468,Monitoring,2024-10-22,1643,20,1729
2469,Monitoring,2024-10-22,1614,9,1717
2470,Therapeutic,2024-10-22,1679,17,1787
2471,Therapeutic,2024-10-22,1600,18,1632
2472,Monitoring,2024-10-23,1733,25,1816
2473,Surgical,2024-10-24,1640,22,1764
2474,Surgical,2024-10-26,1633,3,1699
2475,Therapeutic,2024-10-28,1586,3,1700
2476,Monitoring,2024-10-29,1582,8,1698
2477,Surgical,2024-11-01,1607,5,1684
2478,Diagnostic,2024-11-04,1715,14,1775
2479,Diagnostic,2024-11-05,1706,19,1759
2480,Therapeutic,2024-11-05,1611,20,1721
2481,Monitoring,2024-11-05,1574,19,1680
2482,Monitoring,2024-11-07,1592,4,1623
2483,Monitoring,2024-11-07,1594,6,1664
2484,Surgical,2024-11-09,1769,25,1834
2485,Surgical,2024-11-09,1788,5,1881
2486,Therapeutic,2024-11-11,1691,22,1751
2487,Diagnostic,2024-11-12,1507,11,1609
2488,Therapeutic,2024-11-13,1712,17,1757
2489,Surgical,2024-11-14,1698,29,1759
2490,Monitoring,2024-11-15,1622,9,1697
2491,Surgical,2024-11-16,1718,17,1790
2492,Diagnostic,2024-11-16,1811,16,1851
2493,Monitoring,2024-11-16,1704,19,1769
2494,Therapeutic,2024-11-16,1773,14,1898
2495,Surgical,2024-11-18,1766,29,1832
2496,Monitoring,2024-11-18,1705,12,1835
2497,Diagnostic,2024-11-18,1615,12,1666
2498,Diagnostic,2024-11-18,1765,5,1861
2499,Therapeutic,2024-11-19,1597,26,1680
2500,Diagnostic,2024-11-19,1621,20,1655
2501,Therapeutic,2024-11-20,1693,16,1780
2502,Therapeutic,2024-11-20,1747,3,1849
2503,Diagnostic,2024-11-22,1600,11,1658
2504,Monitoring,2024-11-22,1733,16,1837
2505,Surgical,2024-11-25,1693,10,1818
2506,Therapeutic,2024-11-26,1645,23,1684
2507,Surgical,2024-11-26,1693,5,1740
2508,Diagnostic,2024-11-27,1750,12,1827
2509,Diagnostic,2024-11-28,1693,20,1820
2510,Diagnostic,2024-11-28,1829,16,1882
2511,Diagnostic,2024-11-30,1630,17,1749
2512,Surgical,2024-11-30,1658,29,1728
2513,Diagnostic,2024-11-30,1782,5,1825
2514,Therapeutic,2024-12-01,1696,6,1749
2515,Monitoring,2024-12-01,1778,5,1826
2516,Surgical,2024-12-01,1595,13,1686
2517,Monitoring,2024-12-04,1794,28,1887
2518,Diagnostic,2024-12-05,1770,24,1861
2519,Diagnostic,2024-12-06,1731,5,1781
2520,Therapeutic,2024-12-07,1899,19,2019
2521,Diagnostic,2024-12-12,1722,28,1858
2522,Monitoring,2024-12-13,1626,9,1723
2523,Surgical,2024-12-13,1617,11,1704
2524,Surgical,2024-12-13,1571,5,1607
2525,Therapeutic,2024-12-17,1707,8,1821
2526,Surgical,2024-12-17,1759,13,1882
2527,Surgical,2024-12-18,1799,21,1865
2528,Diagnostic,2024-12-19,1668,15,1741
2529,Diagnostic,2024-12-19,1828,19,1971
2530,Surgical,2024-12-23,1762,7,1820
2531,Diagnostic,2024-12-25,1606,20,1670
2532,Monitoring,2024-12-26,1725,10,1801
2533,Monitoring,2024-12-26,1591,26,1701
2534,Diagnostic,2024-12-27,1786,8,1867
2535,Therapeutic,2024-12-28,1789,7,1843
2536,Surgical,2024-12-28,1649,4,1772
2537,Diagnostic,2024-12-30,1972,17,2123
2538,Monitoring,2024-12-30,1897,3,1948
2539,Therapeutic,2024-12-30,1738,19,1828
2540,Monitoring,2024-12-31,1728,27,1792
2541,Monitoring,2025-01-02,1735,22,1852
2542,Surgical,2025-01-04,1670,11,1760
2543,Diagnostic,2025-01-06,1640,11,1676
2544,Surgical,2025-01-06,1762,16,1890
2545,Diagnostic,2025-01-07,1752,19,1840
2546,Monitoring,2025-01-11,1703,17,1755
2547,Therapeutic,2025-01-11,1848,26,1929
2548,Monitoring,2025-01-11,1847,5,1925
2549,Monitoring,2025-01-11,1848,19,1894
2550,Monitoring,2025-01-12,1706,29,1791
2551,Surgical,2025-01-12,1649,22,1776
2552,Monitoring,2025-01-12,1768,19,1851
2553,Surgical,2025-01-13,1803,14,1850
2554,Surgical,2025-01-13,1794,18,1840
2555,Therapeutic,2025-01-14,1757,8,1861
2556,Monitoring,2025-01-18,1855,28,1955
2557,Surgical,2025-01-19,1803,5,1936
2558,Surgical,2025-01-20,1792,29,1863
2559,Therapeutic,2025-01-21,1724,3,1815
2560,Therapeutic,2025-01-21,1838,8,1934
2561,Surgical,2025-01-24,1737,6,1863
2562,Therapeutic,2025-01-24,1768,10,1852
2563,Surgical,2025-01-25,1879,11,1983
2564,Diagnostic,2025-01-25,1870,29,1918
2565,Therapeutic,2025-01-26,1765,9,1868
2566,Therapeutic,2025-01-28,1782,27,1921
2567,Surgical,2025-01-30,1760,3,1876
2568,Diagnostic,2025-01-30,1781,21,1827
2569,Surgical,2025-01-31,1817,7,1875
2570,Surgical,2025-02-01,1707,8,1834
2571,Diagnostic,2025-02-02,1836,14,1930
2572,Therapeutic,2025-02-03,1654,11,1783
2573,Diagnostic,2025-02-03,1883,9,1973
2574,Surgical,2025-02-04,1813,23,1887
2575,Diagnostic,2025-02-05,1788,4,1836
2576,Monitoring,2025-02-06,1752,15,1827
2577,Therapeutic,2025-02-06,1821,23,1935
2578,Therapeutic,2025-02-07,1819,13,1926
2579,Diagnostic,2025-02-09,1818,16,1959
2580,Monitoring,2025-02-10,1915,25,1958
2581,Therapeutic,2025-02-10,1802,6,1839
2582,Monitoring,2025-02-11,1844,19,1971
2583,Therapeutic,2025-02-12,1846,7,1969
2584,Surgical,2025-02-13,1888,20,1998
2585,Therapeutic,2025-02-16,1831,27,1917
2586,Monitoring,2025-02-16,1826,18,1873
2587,Diagnostic,2025-02-16,1786,14,1862
2588,Monitoring,2025-02-19,1950,24,2058
2589,Diagnostic,2025-02-20,1927,6,2040
2590,Diagnostic,2025-02-20,1854,16,1919
2591,Surgical,2025-02-24,1932,22,1993
2592,Surgical,2025-02-25,1805,26,1927
2593,Surgical,2025-02-25,1815,4,1887
2594,Surgical,2025-02-25,1917,12,1974
2595,Therapeutic,2025-02-26,1806,11,1943
2596,Diagnostic,2025-02-27,1882,26,1920
2597,Therapeutic,2025-02-28,1799,16,1900
2598,Therapeutic,2025-03-05,1837,14,1981
2599,Surgical,2025-03-08,1803,23,1857
2600,Surgical,2025-03-09,1921,16,2034
2601,Diagnostic,2025-03-10,1861,15,1989
2602,Therapeutic,2025-03-11,1835,13,1941
2603,Surgical,2025-03-12,1918,11,2022
2604,Monitoring,2025-03-13,1852,9,1962
2605,Monitoring,2025-03-13,1964,17,2093
2606,Surgical,2025-03-14,1871,5,1976
2607,Monitoring,2025-03-15,1953,17,2064
2608,Surgical,2025-03-15,1823,13,1883
2609,Surgical,2025-03-15,2062,20,2109
2610,Monitoring,2025-03-16,2043,27,2143
2611,Diagnostic,2025-03-16,1941,22,1999
2612,Surgical,2025-03-16,1956,23,2065
2613,Therapeutic,2025-03-18,1926,11,1995
2614,Therapeutic,2025-03-19,1773,7,1867
2615,Surgical,2025-03-19,1889,5,2028
2616,Therapeutic,2025-03-21,1889,8,1997
2617,Diagnostic,2025-03-22,1888,23,2030
2618,Therapeutic,2025-03-22,2020,19,2062
2619,Surgical,2025-03-24,1901,15,1940
2620,Diagnostic,2025-03-27,1796,7,1918
2621,Diagnostic,2025-03-31,1858,5,1929
2622,Therapeutic,2025-03-31,1938,18,1992
2623,Therapeutic,2025-04-02,1899,26,2050
2624,Monitoring,2025-04-02,1989,5,2043
2625,Therapeutic,2025-04-03,1785,11,1838
2626,Surgical,2025-04-04,1866,29,2004
2627,Surgical,2025-04-05,1908,23,1978
2628,Surgical,2025-04-05,1905,21,1997
2629,Monitoring,2025-04-06,1819,3,1861
2630,Monitoring,2025-04-07,1839,18,1913
2631,Diagnostic,2025-04-07,1927,15,1972
2632,Therapeutic,2025-04-07,1964,14,2089
2633,Therapeutic,2025-04-08,1915,21,2062
2634,Monitoring,2025-04-09,1916,9,1999
2635,Surgical,2025-04-10,1930,24,1968
2636,Surgical,2025-04-11,1979,12,2079
2637,Diagnostic,2025-04-12,1960,4,2044
2638,Diagnostic,2025-04-13,1947,17,2025
2639,Therapeutic,2025-04-15,1837,21,1914
2640,Diagnostic,2025-04-17,1838,7,1984
2641,Therapeutic,2025-04-17,1842,4,1921
2642,Surgical,2025-04-19,1938,15,2055
2643,Surgical,2025-04-19,2056,25,2209
2644,Diagnostic,2025-04-19,1891,18,2020
2645,Therapeutic,2025-04-19,1987,23,2124
2646,Surgical,2025-04-20,1988,22,2130
2647,Surgical,2025-04-20,1815,16,1938
2648,Monitoring,2025-04-20,2035,23,2179
2649,Surgical,2025-04-21,1839,18,1877
2650,Diagnostic,2025-04-23,1882,11,1960
2651,Monitoring,2025-04-24,1918,9,2033
2652,Monitoring,2025-04-24,2005,10,2151
2653,Monitoring,2025-04-24,2046,12,2147
2654,Diagnostic,2025-04-24,1962,16,2053
2655,Therapeutic,2025-04-25,1912,22,2027
2656,Therapeutic,2025-04-26,2061,27,2195
2657,Therapeutic,2025-04-27,2033,16,2175
2658,Therapeutic,2025-04-28,2038,20,2088
2659,Diagnostic,2025-04-29,1866,3,2000
2660,Surgical,2025-04-29,2080,3,2223
2661,Surgical,2025-05-03,1878,29,1940
2662,Therapeutic,2025-05-05,1951,16,2057
2663,Diagnostic,2025-05-06,1890,14,2032
2664,Surgical,2025-05-06,1888,7,2026
2665,Diagnostic,2025-05-09,1933,16,2053
2666,Diagnostic,2025-05-09,1962,9,2084
2667,Surgical,2025-05-09,1940,25,2057
2668,Therapeutic,2025-05-10,1948,18,2000
2669,Monitoring,2025-05-10,1834,3,1912
2670,Diagnostic,2025-05-10,1986,18,2042
2671,Therapeutic,2025-05-10,2004,6,2120
2672,Surgical,2025-05-12,1848,17,1920
2673,Therapeutic,2025-05-13,1823,7,1963
2674,Monitoring,2025-05-13,1833,5,1927
2675,Diagnostic,2025-05-14,1863,20,1959
2676,Monitoring,2025-05-15,1875,25,1981
2677,Diagnostic,2025-05-15,1788,9,1921
2678,Diagnostic,2025-05-16,1892,22,2005
2679,Diagnostic,2025-05-17,2030,12,2083
2680,Surgical,2025-05-17,1962,18,2073
2681,Therapeutic,2025-05-20,1967,22,2026
2682,Surgical,2025-05-20,1995,7,2043
2683,Therapeutic,2025-05-20,1856,7,1954
2684,Diagnostic,2025-05-29,1941,8,2070
2685,Therapeutic,2025-05-29,1942,21,2035
2686,Surgical,2025-05-31,2037,6,2131
2687,Surgical,2025-06-01,2032,15,2178
2688,Therapeutic,2025-06-01,1811,28,1942
2689,Diagnostic,2025-06-02,2007,19,2147
2690,Therapeutic,2025-06-02,1861,22,1991
2691,Monitoring,2025-06-04,1924,15,1998
2692,Monitoring,2025-06-04,1974,29,2105
2693,Surgical,2025-06-04,1918,6,1999
2694,Surgical,2025-06-04,1845,27,1909
2695,Therapeutic,2025-06-06,1857,9,1948
2696,Therapeutic,2025-06-10,1829,3,1909
2697,Therapeutic,2025-06-13,1893,4,2018
2698,Diagnostic,2025-06-14,1876,23,1948
2699,Therapeutic,2025-06-15,1857,24,1898
2700,Surgical,2025-06-15,2020,14,2115
2701,Therapeutic,2025-06-15,1926,24,2013
2702,Surgical,2025-06-16,1906,12,2021
2703,Surgical,2025-06-22,1866,18,1982
2704,Monitoring,2025-06-24,1997,4,2140
2705,Monitoring,2025-06-24,1835,18,1967
2706,Surgical,2025-06-24,2018,11,2149
2707,Surgical,2025-06-25,1819,7,1941
2708,Monitoring,2025-06-25,1811,23,1868
2709,Surgical,2025-06-28,1804,4,1926
2710,Monitoring,2025-06-28,1902,26,1960
2711,Monitoring,2025-06-30,1909,15,1957
2712,Diagnostic,2025-07-01,1967,22,2114
2713,Surgical,2025-07-01,1932,25,1976
2714,Diagnostic,2025-07-01,1954,20,2055
2715,Therapeutic,2025-07-02,1898,4,2015
2716,Surgical,2025-07-02,2022,7,2176
2717,Monitoring,2025-07-05,1915,25,2019
2718,Surgical,2025-07-07,1807,19,1853
2719,Monitoring,2025-07-08,1877,19,1962
2720,Therapeutic,2025-07-08,1995,18,2120
2721,Surgical,2025-07-08,1844,21,1891
2722,Surgical,2025-07-09,2003,24,2147
2723,Therapeutic,2025-07-10,1843,27,1960
2724,Monitoring,2025-07-12,1849,23,1918
2725,Therapeutic,2025-07-13,1913,29,1972
2726,Monitoring,2025-07-18,1950,21,2105
2727,Diagnostic,2025-07-18,1834,12,1871
2728,Therapeutic,2025-07-19,1799,8,1904
2729,Diagnostic,2025-07-20,1892,4,1986
2730,Monitoring,2025-07-21,1857,29,1911
2731,Diagnostic,2025-07-21,2036,24,2152
2732,Therapeutic,2025-07-22,1817,15,1926
2733,Monitoring,2025-07-25,1931,21,2069
2734,Monitoring,2025-07-26,1822,25,1956
2735,Surgical,2025-07-28,1935,18,2037
2736,Diagnostic,2025-07-28,1787,5,1870
2737,Surgical,2025-07-28,1954,9,2086
2738,Diagnostic,2025-07-31,1725,19,1816
2739,Monitoring,2025-08-01,1816,20,1939
2740,Surgical,2025-08-02,1746,4,1801
2741,Diagnostic,2025-08-02,1921,29,2027
2742,Monitoring,2025-08-03,1822,6,1898
2743,Therapeutic,2025-08-04,1833,26,1953
2744,Surgical,2025-08-05,1780,13,1914
2745,Monitoring,2025-08-05,1873,14,2012
2746,Diagnostic,2025-08-06,1867,23,1943
2747,Therapeutic,2025-08-06,1788,5,1827
2748,Diagnostic,2025-08-07,1726,21,1766
2749,Diagnostic,2025-08-07,1800,22,1912
2750,Diagnostic,2025-08-07,1715,12,1769
2751,Diagnostic,2025-08-07,1908,23,2006
2752,Therapeutic,2025-08-08,1901,16,2019
2753,Monitoring,2025-08-11,1727,13,1791
2754,Monitoring,2025-08-11,1772,5,1810
2755,Surgical,2025-08-11,1761,4,1849
2756,Diagnostic,2025-08-12,1828,11,1881
2757,Monitoring,2025-08-12,1835,8,1875
